,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Captain,Formation,Opp Formation,Referee,Team,DateTime
1875,2024-09-29,15:30,Liga 1,Torneo Clausura,6,Away,W,2,0,Comerciantes Unidos,Aldo Corzo,3-5-2,4-1-4-1,Kevin Ortega,Universitario,2024-09-29 15:30:00
1876,2024-10-19,19:30,Liga 1,Torneo Clausura,5,Home,W,2,1,ADT Tarma,Aldo Corzo,3-5-2,3-4-3,Augusto Menéndez,Universitario,2024-10-19 19:30:00
1877,2024-10-23,20:30,Liga 1,Torneo Clausura,2,Away,L,1,2,Sporting Cristal,Aldo Corzo,3-5-2,3-1-4-2,Roberto Pérez,Universitario,2024-10-23 20:30:00
1878,2024-10-27,18:00,Liga 1,Torneo Clausura,6,Home,W,3,1,Cienciano,Aldo Corzo,3-5-2,5-3-2,Fernando Legario,Universitario,2024-10-27 18:00:00
1879,2024-11-03,15:00,Liga 1,Torneo Clausura,6,Away,D,0,0,CDC Santa Rosa,Aldo Corzo,3-5-2,3-4-3,Micke Palomino,Universitario,2024-11-03 15:00:00
1880,2020-02-01,15:00,Liga 1,Torneo Apertura,5,Home,W,2,1,Sporting Cristal,Salomón Libman,4-2-3-1,4-3-3,Diego Haro,Universidad Técnica de Cajamarca,2020-02-01 15:00:00
1881,2020-02-09,19:30,Liga 1,Torneo Apertura,6,Away,D,0,0,Dep Municipal,Salomón Libman,4-2-3-1,4-2-3-1,Jesús Cartagena,Universidad Técnica de Cajamarca,2020-02-09 19:30:00
1882,2020-02-17,15:00,Liga 1,Torneo Apertura,0,Home,W,2,1,Cusco,Salomón Libman,4-2-3-1,4-4-2,Hibert Villegas,Universidad Técnica de Cajamarca,2020-02-17 15:00:00
1883,2020-02-21,18:00,Liga 1,Torneo Apertura,4,Away,L,0,1,Binacional,Salomón Libman,4-3-1-2,4-2-3-1,Ramón Blanco,Universidad Técnica de Cajamarca,2020-02-21 18:00:00
1884,2020-02-28,15:00,Liga 1,Torneo Apertura,4,Home,D,1,1,Melgar,Salomón Libman,4-2-3-1,4-4-2,Edwin Ordóñez,Universidad Técnica de Cajamarca,2020-02-28 15:00:00
1885,2020-03-06,15:00,Liga 1,Torneo Apertura,4,Away,D,2,2,Llacuabamba,Salomón Libman,4-2-3-1,4-2-3-1,Alejandro Villanueva,Universidad Técnica de Cajamarca,2020-03-06 15:00:00
1886,2020-08-18,15:30,Liga 1,Torneo Apertura,1,Away,L,0,2,Sport Huancayo,Salomón Libman,4-4-2,4-2-3-1,Luis Seminario,Universidad Técnica de Cajamarca,2020-08-18 15:30:00
1887,2020-08-26,13:15,Liga 1,Torneo Apertura,2,Home,L,1,3,U César Vallejo,Salomón Libman,4-4-2,4-2-3-1,Víctor Carrillo,Universidad Técnica de Cajamarca,2020-08-26 13:15:00
1888,2020-09-01,11:00,Liga 1,Torneo Apertura,1,Away,W,1,0,Carlos Stein,Salomón Libman,4-4-2,4-2-3-1,Hibert Villegas,Universidad Técnica de Cajamarca,2020-09-01 11:00:00
1889,2020-09-07,15:30,Liga 1,Torneo Apertura,0,Home,W,2,1,Sport Boys,Salomón Libman,4-3-3,4-2-3-1,Augusto Menéndez,Universidad Técnica de Cajamarca,2020-09-07 15:30:00
1890,2020-09-11,15:30,Liga 1,Torneo Apertura,4,Away,W,2,0,Alianza Lima,Salomón Libman,4-2-3-1,4-3-3,Kevin Ortega,Universidad Técnica de Cajamarca,2020-09-11 15:30:00
1891,2020-09-17,13:00,Liga 1,Torneo Apertura,3,Home,W,3,1,Cantolao,Salomón Libman,4-2-3-1,4-2-3-1,Luis Garay Evia,Universidad Técnica de Cajamarca,2020-09-17 13:00:00
1892,2020-09-22,11:00,Liga 1,Torneo Apertura,1,Away,D,1,1,USMP,Salomón Libman,4-2-3-1,4-3-3,Jordy Espinoza,Universidad Técnica de Cajamarca,2020-09-22 11:00:00
1893,2020-09-26,13:00,Liga 1,Torneo Apertura,5,Home,W,3,0,Cienciano,Salomón Libman,4-2-3-1,4-2-3-1,Hibert Villegas,Universidad Técnica de Cajamarca,2020-09-26 13:00:00
1894,2020-10-01,15:30,Liga 1,Torneo Apertura,3,Away,D,0,0,Alianza Univ,Salomón Libman,4-2-3-1,4-4-2,Jonathan Zamora,Universidad Técnica de Cajamarca,2020-10-01 15:30:00
1895,2020-10-05,18:00,Liga 1,Torneo Apertura,0,Home,L,1,3,Universitario,Salomón Libman,4-2-3-1,4-1-4-1,Diego Haro,Universidad Técnica de Cajamarca,2020-10-05 18:00:00
1896,2020-10-09,13:00,Liga 1,Torneo Apertura,4,Away,D,1,1,Ayacucho,Salomón Libman,4-2-3-1,4-2-3-1,Hibert Villegas,Universidad Técnica de Cajamarca,2020-10-09 13:00:00
1897,2020-10-15,18:15,Liga 1,Torneo Apertura,3,Home,D,2,2,Mannucci,Salomón Libman,4-2-3-1,4-2-3-1,José Mendoza,Universidad Técnica de Cajamarca,2020-10-15 18:15:00
1898,2020-10-19,15:30,Liga 1,Torneo Apertura,0,Away,D,0,0,Atlético Grau,Salomón Libman,4-2-3-1,4-2-3-1,Eduardo Chirinos,Universidad Técnica de Cajamarca,2020-10-19 15:30:00
1899,2020-10-26,18:00,Liga 1,Group Stage,0,Home,W,3,0,Binacional,Salomón Libman,4-2-3-1,4-2-3-1,Joel Alarcón,Universidad Técnica de Cajamarca,2020-10-26 18:00:00
1900,2020-10-31,11:00,Liga 1,Group Stage,5,Away,D,1,1,Cienciano,Salomón Libman,4-2-3-1,3-5-2,Micke Palomino,Universidad Técnica de Cajamarca,2020-10-31 11:00:00
1901,2020-11-03,11:00,Liga 1,Group Stage,1,Home,W,4,2,Cantolao,Salomón Libman,4-2-3-1,4-4-2,Renzo Castañeda,Universidad Técnica de Cajamarca,2020-11-03 11:00:00
1902,2020-11-07,15:30,Liga 1,Group Stage,5,Home,D,0,0,Atlético Grau,Salomón Libman,4-2-3-1,4-2-3-1,Fernando Legario,Universidad Técnica de Cajamarca,2020-11-07 15:30:00
1903,2020-11-10,13:15,Liga 1,Group Stage,1,Away,W,6,1,Universitario,Salomón Libman,4-2-3-1,4-2-3-1,Kevin Ortega,Universidad Técnica de Cajamarca,2020-11-10 13:15:00
1904,2020-11-13,13:15,Liga 1,Group Stage,4,Home,L,1,2,Alianza Univ,Salomón Libman,4-2-3-1,4-2-3-1,Jesús Cartagena,Universidad Técnica de Cajamarca,2020-11-13 13:15:00
1905,2020-11-19,15:30,Liga 1,Group Stage,3,Away,D,1,1,USMP,Salomón Libman,4-4-2,4-3-3,Fernando Legario,Universidad Técnica de Cajamarca,2020-11-19 15:30:00
1906,2020-11-23,15:30,Liga 1,Group Stage,0,Home,D,1,1,Sporting Cristal,Salomón Libman,4-4-2,4-3-3,Augusto Menéndez,Universidad Técnica de Cajamarca,2020-11-23 15:30:00
1907,2020-11-28,15:30,Liga 1,Group Stage,5,Away,D,1,1,Carlos Stein,Salomón Libman,4-4-2,4-2-3-1,Víctor Carrillo,Universidad Técnica de Cajamarca,2020-11-28 15:30:00
1908,2021-03-12,15:30,Liga 1,Group Stage,4,Away,L,0,1,Cienciano,Salomón Libman,4-4-2,4-4-2,Michael Espinoza,Universidad Técnica de Cajamarca,2021-03-12 15:30:00
1909,2021-03-17,19:30,Sudamericana,First stage,2,Home,L,0,1,pe Sport Huancayo,Salomón Libman,4-4-1-1,4-2-3-1,Augusto Menéndez,Universidad Técnica de Cajamarca,2021-03-17 19:30:00
1910,2021-03-22,15:30,Liga 1,Group Stage,0,Home,D,2,2,Mannucci,Salomón Libman,4-4-1-1,4-2-3-1,José Mendoza,Universidad Técnica de Cajamarca,2021-03-22 15:30:00
1911,2021-04-07,19:30,Sudamericana,First stage,2,Away,L,0,4,pe Sport Huancayo,Salomón Libman,4-3-3,4-2-3-1,Diego Haro,Universidad Técnica de Cajamarca,2021-04-07 19:30:00
1912,2021-04-15,18:00,Liga 1,Group Stage,3,Home,W,3,1,Melgar,Salomón Libman,4-4-2,4-4-2,Alejandro Villanueva,Universidad Técnica de Cajamarca,2021-04-15 18:00:00
1913,2021-04-23,13:15,Liga 1,Group Stage,4,Away,W,1,0,Cantolao,Salomón Libman,4-2-3-1,4-3-3,Luis Ciriaco Liñan,Universidad Técnica de Cajamarca,2021-04-23 13:15:00
1914,2021-04-30,11:00,Liga 1,Group Stage,4,Home,L,1,3,Ayacucho,Salomón Libman,4-4-2,4-2-3-1,Hibert Villegas,Universidad Técnica de Cajamarca,2021-04-30 11:00:00
1915,2021-05-07,13:15,Liga 1,Group Stage,4,Home,L,0,1,USMP,Salomón Libman,4-2-3-1,4-2-3-1,Gean Pierre Barbagelatta,Universidad Técnica de Cajamarca,2021-05-07 13:15:00
1916,2021-05-10,15:30,Liga 1,Group Stage,0,Away,L,0,1,Universitario,Salomón Libman,4-2-3-1,5-3-2,Joel Alarcón,Universidad Técnica de Cajamarca,2021-05-10 15:30:00
1917,2021-05-17,11:00,Liga 1,Group Stage,0,Away,W,2,1,Alianza Univ,,4-2-3-1,4-2-3-1,Jordi Espinoza,Universidad Técnica de Cajamarca,2021-05-17 11:00:00
1918,2021-05-22,13:15,Liga 1,Group Stage,5,Home,L,0,2,Alianza Atlético,Salomón Libman,4-2-3-1,3-4-3,David Huaman,Universidad Técnica de Cajamarca,2021-05-22 13:15:00
1919,2021-07-17,11:00,Liga 1,Torneo Clausura,5,Away,D,1,1,Dep Municipal,Salomón Libman,4-2-3-1,4-2-3-1,Roberto Pérez,Universidad Técnica de Cajamarca,2021-07-17 11:00:00
1920,2021-07-25,15:30,Liga 1,Torneo Clausura,6,Home,L,0,1,Universitario,Salomón Libman,4-2-3-1,4-3-1-2,Jesús Cartagena,Universidad Técnica de Cajamarca,2021-07-25 15:30:00
1921,2021-07-31,15:30,Liga 1,Torneo Clausura,5,Away,D,0,0,Sport Huancayo,Salomón Libman,4-2-3-1,4-2-3-1,Edwin Ordóñez,Universidad Técnica de Cajamarca,2021-07-31 15:30:00
1922,2021-08-03,13:00,Liga 1,Torneo Clausura,1,Home,D,0,0,U César Vallejo,Salomón Libman,4-2-3-1,3-4-3,Michael Espinoza,Universidad Técnica de Cajamarca,2021-08-03 13:00:00
1923,2021-08-07,13:15,Liga 1,Torneo Clausura,5,Away,L,0,1,Binacional,Salomón Libman,4-2-3-1,3-4-3,Edwin Ordóñez,Universidad Técnica de Cajamarca,2021-08-07 13:15:00
1924,2021-08-13,11:00,Liga 1,Torneo Clausura,4,Home,W,2,1,Cusco,Salomón Libman,4-2-3-1,4-2-3-1,Fernando Legario,Universidad Técnica de Cajamarca,2021-08-13 11:00:00
1925,2021-08-17,15:30,Liga 1,Torneo Clausura,1,Away,W,1,0,Melgar,Salomón Libman,4-2-3-1,4-2-3-1,Luis Seminario,Universidad Técnica de Cajamarca,2021-08-17 15:30:00
1926,2021-08-23,13:15,Liga 1,Torneo Clausura,0,Home,W,3,1,Alianza Atlético,Salomón Libman,4-2-3-1,4-2-3-1,Diego Haro,Universidad Técnica de Cajamarca,2021-08-23 13:15:00
1927,2021-08-28,13:15,Liga 1,Torneo Clausura,5,Home,W,1,0,Alianza Univ,Salomón Libman,4-2-3-1,4-2-3-1,Luis Garay Evia,Universidad Técnica de Cajamarca,2021-08-28 13:15:00
1928,2021-09-12,11:00,Liga 1,Torneo Clausura,6,Away,W,3,1,Mannucci,Salomón Libman,4-2-2-2,4-2-3-1,Luis Seminario,Universidad Técnica de Cajamarca,2021-09-12 11:00:00
1929,2021-09-17,13:15,Liga 1,Torneo Clausura,4,Home,L,1,6,Sporting Cristal,Salomón Libman,4-2-2-2,4-2-3-1,Jesús Cartagena,Universidad Técnica de Cajamarca,2021-09-17 13:15:00
1930,2021-09-21,11:00,Liga 1,Torneo Clausura,1,Away,D,2,2,Cienciano,Salomón Libman,4-2-3-1,4-2-3-1,Jonathan Zamora,Universidad Técnica de Cajamarca,2021-09-21 11:00:00
1931,2021-09-25,11:00,Liga 1,Torneo Clausura,5,Home,L,0,2,Ayacucho,Salomón Libman,4-4-2,4-2-3-1,Edwin Ordóñez,Universidad Técnica de Cajamarca,2021-09-25 11:00:00
1932,2021-10-02,15:30,Liga 1,Torneo Clausura,5,Away,L,0,2,Alianza Lima,Salomón Libman,4-3-3,3-4-1-2,Micke Palomino,Universidad Técnica de Cajamarca,2021-10-02 15:30:00
1933,2021-10-16,13:15,Liga 1,Torneo Clausura,5,Home,D,1,1,Sport Boys,Salomón Libman,4-2-3-1,3-4-3,Gean Pierre Barbagelatta,Universidad Técnica de Cajamarca,2021-10-16 13:15:00
1934,2021-10-22,11:00,Liga 1,Torneo Clausura,4,Away,L,0,2,Cantolao,Salomón Libman,4-2-3-1,4-2-3-1,Kevin Ortega,Universidad Técnica de Cajamarca,2021-10-22 11:00:00
1935,2021-10-30,15:00,Liga 1,Torneo Clausura,5,Home,W,4,0,USMP,Salomón Libman,4-4-2,4-1-4-1,Micke Palomino,Universidad Técnica de Cajamarca,2021-10-30 15:00:00
1936,2022-02-04,15:30,Liga 1,Torneo Apertura,4,Home,W,2,1,Sport Boys,Salomón Libman,4-2-3-1,3-5-2,Kevin Ortega,Universidad Técnica de Cajamarca,2022-02-04 15:30:00
1937,2022-02-12,13:15,Liga 1,Torneo Apertura,5,Away,L,0,1,Alianza Atlético,Salomón Libman,4-2-3-1,4-2-3-1,Micke Palomino,Universidad Técnica de Cajamarca,2022-02-12 13:15:00
1938,2022-02-19,15:30,Liga 1,Torneo Apertura,5,Home,D,0,0,Atlético Grau,Salomón Libman,4-2-3-1,4-2-3-1,Jordy Espinoza,Universidad Técnica de Cajamarca,2022-02-19 15:30:00
1939,2022-02-25,15:30,Liga 1,Torneo Apertura,4,Away,L,2,3,Sporting Cristal,Salomón Libman,4-2-3-1,4-2-3-1,Jesús Cartagena,Universidad Técnica de Cajamarca,2022-02-25 15:30:00
1940,2022-03-04,15:30,Liga 1,Torneo Apertura,4,Home,W,3,1,Melgar,Salomón Libman,4-2-3-1,4-3-3,Fernando Legario,Universidad Técnica de Cajamarca,2022-03-04 15:30:00
1941,2022-03-21,15:30,Liga 1,Torneo Apertura,0,Home,L,3,4,Sport Huancayo,Salomón Libman,4-2-3-1,3-3-3-1,Joel Alarcón,Universidad Técnica de Cajamarca,2022-03-21 15:30:00
1942,2022-04-01,15:30,Liga 1,Torneo Apertura,4,Away,L,2,3,Ayacucho,Salomón Libman,4-3-3,3-4-3,David Huaman,Universidad Técnica de Cajamarca,2022-04-01 15:30:00
1943,2022-04-10,13:15,Liga 1,Torneo Apertura,6,Away,L,0,1,Alianza Lima,Salomón Libman,4-2-3-1,4-3-3,Hibert Villegas,Universidad Técnica de Cajamarca,2022-04-10 13:15:00
1944,2022-04-15,15:30,Liga 1,Torneo Apertura,4,Home,D,2,2,Cantolao,Salomón Libman,4-2-3-1,4-2-3-1,Fernando Legario,Universidad Técnica de Cajamarca,2022-04-15 15:30:00
1945,2022-04-24,11:00,Liga 1,Torneo Apertura,6,Away,L,0,2,Carlos Stein,Salomón Libman,4-2-3-1,4-2-3-1,Luis Ciriaco Liñan,Universidad Técnica de Cajamarca,2022-04-24 11:00:00
1946,2022-05-02,15:30,Liga 1,Torneo Apertura,0,Home,W,3,1,USMP,Salomón Libman,4-2-3-1,4-2-3-1,Fernando Legario,Universidad Técnica de Cajamarca,2022-05-02 15:30:00
1947,2022-05-07,19:30,Liga 1,Torneo Apertura,5,Away,L,1,3,U César Vallejo,Salomón Libman,4-3-3,5-4-1,Pablo López,Universidad Técnica de Cajamarca,2022-05-07 19:30:00
1948,2022-05-14,15:30,Liga 1,Torneo Apertura,5,Home,W,4,3,Dep Municipal,Salomón Libman,4-2-3-1,4-2-3-1,Kevin Ortega,Universidad Técnica de Cajamarca,2022-05-14 15:30:00
1949,2022-05-21,15:30,Liga 1,Torneo Apertura,5,Away,L,2,3,Cienciano,Salomón Libman,4-3-3,4-4-2,Jonathan Zamora,Universidad Técnica de Cajamarca,2022-05-21 15:30:00
1950,2022-05-31,15:00,Liga 1,Torneo Apertura,1,Home,W,2,0,Binacional,Salomón Libman,4-2-3-1,4-3-3,Luis Garay Evia,Universidad Técnica de Cajamarca,2022-05-31 15:00:00
1951,2022-06-19,15:00,Liga 1,Torneo Apertura,6,Away,W,2,1,ADT Tarma,Salomón Libman,4-2-3-1,4-2-3-1,Robin Segura Tuanama,Universidad Técnica de Cajamarca,2022-06-19 15:00:00
1952,2022-06-24,15:30,Liga 1,Torneo Apertura,4,Home,L,1,2,Mannucci,Salomón Libman,4-3-1-2,4-4-2,Jasmani Chambi,Universidad Técnica de Cajamarca,2022-06-24 15:30:00
1953,2022-07-03,20:00,Liga 1,Torneo Apertura,6,Away,L,0,1,Universitario,Salomón Libman,4-2-3-1,4-2-3-1,Luis Garay Evia,Universidad Técnica de Cajamarca,2022-07-03 20:00:00
1954,2022-07-11,13:00,Liga 1,Torneo Clausura,0,Away,L,0,3,Sport Boys,Salomón Libman,4-3-3,4-3-3,Luis Seminario,Universidad Técnica de Cajamarca,2022-07-11 13:00:00
1955,2022-07-18,15:30,Liga 1,Torneo Clausura,0,Home,W,2,1,Alianza Atlético,Werner Schuler,4-3-3,4-3-3,Julio Quiróz,Universidad Técnica de Cajamarca,2022-07-18 15:30:00
1956,2022-07-23,13:00,Liga 1,Torneo Clausura,5,Away,L,1,3,Atlético Grau,Werner Schuler,4-3-3,4-2-3-1,Robin Segura Tuanama,Universidad Técnica de Cajamarca,2022-07-23 13:00:00
1957,2022-07-26,15:15,Liga 1,Torneo Clausura,1,Home,L,0,2,Sporting Cristal,Werner Schuler,5-4-1,4-3-3,Wilfredo Blas,Universidad Técnica de Cajamarca,2022-07-26 15:15:00
1958,2022-07-29,15:30,Liga 1,Torneo Clausura,4,Away,L,0,1,Melgar,Werner Schuler,5-3-2,4-3-3,Daniel Ureta,Universidad Técnica de Cajamarca,2022-07-29 15:30:00
1959,2022-08-14,15:30,Liga 1,Torneo Clausura,6,Away,L,0,4,Sport Huancayo,Salomón Libman,4-2-3-1,4-2-3-1,Julio Quiróz,Universidad Técnica de Cajamarca,2022-08-14 15:30:00
1960,2022-08-19,15:00,Liga 1,Torneo Clausura,4,Home,W,2,1,Ayacucho,Salomón Libman,4-4-2◆,5-4-1,Kevin Ortega,Universidad Técnica de Cajamarca,2022-08-19 15:00:00
1961,2022-08-28,15:30,Liga 1,Torneo Clausura,6,Home,D,1,1,Alianza Lima,Salomón Libman,4-2-3-1,4-4-2,Roberto Pérez,Universidad Técnica de Cajamarca,2022-08-28 15:30:00
1962,2022-09-04,11:00,Liga 1,Torneo Clausura,6,Away,D,0,0,Cantolao,Salomón Libman,4-2-3-1,4-2-3-1,Luis Garay Evia,Universidad Técnica de Cajamarca,2022-09-04 11:00:00
1963,2022-09-09,15:30,Liga 1,Torneo Clausura,4,Home,W,4,0,Carlos Stein,Salomón Libman,4-2-3-1,4-2-3-1,Wilfredo Blas,Universidad Técnica de Cajamarca,2022-09-09 15:30:00
1964,2022-09-18,11:00,Liga 1,Torneo Clausura,6,Away,W,5,1,USMP,Salomón Libman,4-2-3-1,4-3-3,Luis Garay Evia,Universidad Técnica de Cajamarca,2022-09-18 11:00:00
1965,2022-09-30,15:30,Liga 1,Torneo Clausura,4,Home,W,4,0,U César Vallejo,Salomón Libman,4-2-3-1,5-3-2,Micke Palomino,Universidad Técnica de Cajamarca,2022-09-30 15:30:00
1966,2022-10-04,15:15,Liga 1,Torneo Clausura,1,Away,W,2,1,Dep Municipal,Salomón Libman,4-2-3-1,4-2-3-1,Alejandro Villanueva,Universidad Técnica de Cajamarca,2022-10-04 15:15:00
1967,2022-10-07,15:30,Liga 1,Torneo Clausura,4,Home,W,2,1,Cienciano,Salomón Libman,4-2-3-1,4-2-3-1,Daniel Ureta,Universidad Técnica de Cajamarca,2022-10-07 15:30:00
1968,2022-10-15,18:00,Liga 1,Torneo Clausura,5,Away,L,0,2,Binacional,Salomón Libman,4-3-3,4-2-3-1,Roberto Pérez,Universidad Técnica de Cajamarca,2022-10-15 18:00:00
1969,2022-10-20,15:30,Liga 1,Torneo Clausura,3,Home,D,2,2,ADT Tarma,Salomón Libman,4-2-3-1,4-2-3-1,Jesús Cartagena,Universidad Técnica de Cajamarca,2022-10-20 15:30:00
1970,2022-10-23,11:00,Liga 1,Torneo Clausura,6,Away,W,2,0,Mannucci,Salomón Libman,4-4-1-1,4-2-3-1,Luis Garay Evia,Universidad Técnica de Cajamarca,2022-10-23 11:00:00
1971,2022-10-28,15:00,Liga 1,Torneo Clausura,4,Home,D,1,1,Universitario,Salomón Libman,4-2-3-1,4-2-3-1,Joel Alarcón,Universidad Técnica de Cajamarca,2022-10-28 15:00:00
1972,2023-02-04,15:30,Liga 1,Torneo Apertura,5,Home,W,3,0,Cienciano,,,,,Universidad Técnica de Cajamarca,2023-02-04 15:30:00
1973,2023-02-12,11:00,Liga 1,Torneo Apertura,6,Away,L,0,2,Alianza Atlético,Luis Trujillo,4-2-3-1,3-4-3,Jordy Espinoza,Universidad Técnica de Cajamarca,2023-02-12 11:00:00
1974,2023-02-22,15:00,Liga 1,Torneo Apertura,2,Home,W,1,0,Cantolao,Luis Trujillo,4-3-3,4-3-3,Daniel Ureta,Universidad Técnica de Cajamarca,2023-02-22 15:00:00
1975,2023-02-26,13:00,Liga 1,Torneo Apertura,6,Away,L,0,1,Unión Comercio,Luis Trujillo,4-3-3,4-2-3-1,Fernando Legario,Universidad Técnica de Cajamarca,2023-02-26 13:00:00
1976,2023-03-05,15:30,Liga 1,Torneo Apertura,6,Home,L,0,1,Alianza Lima,Luis Trujillo,4-2-3-1,4-1-4-1,Kevin Ortega,Universidad Técnica de Cajamarca,2023-03-05 15:30:00
1977,2023-03-18,15:30,Liga 1,Torneo Apertura,5,Home,D,0,0,Melgar,Carlo Diez,4-2-3-1,4-3-3,Kevin Ortega,Universidad Técnica de Cajamarca,2023-03-18 15:30:00
1978,2023-03-27,15:00,Liga 1,Torneo Apertura,0,Home,D,0,0,Cusco,Luis Trujillo,4-2-3-1,4-2-3-1,Fernando Legario,Universidad Técnica de Cajamarca,2023-03-27 15:00:00
1979,2023-04-02,18:00,Liga 1,Torneo Apertura,6,Away,D,1,1,Binacional,Luis Trujillo,3-5-2,4-3-3,Augusto Menéndez,Universidad Técnica de Cajamarca,2023-04-02 18:00:00
1980,2023-04-08,15:30,Liga 1,Torneo Apertura,5,Home,W,1,0,ADT Tarma,Luis Trujillo,4-2-3-1,4-2-3-1,Alejandro Villanueva,Universidad Técnica de Cajamarca,2023-04-08 15:30:00
1981,2023-04-16,13:00,Liga 1,Torneo Apertura,6,Away,D,2,2,Deportivo Garcilaso,Luis Trujillo,3-4-1-2,4-2-3-1,David Huaman,Universidad Técnica de Cajamarca,2023-04-16 13:00:00
1982,2023-04-21,15:30,Liga 1,Torneo Apertura,4,Home,D,1,1,Atlético Grau,Luis Trujillo,4-2-3-1,3-4-3,Wilfredo Blas,Universidad Técnica de Cajamarca,2023-04-21 15:30:00
1983,2023-04-30,15:00,Liga 1,Torneo Apertura,6,Away,L,0,2,Dep Municipal,Luis Trujillo,4-2-3-1,3-4-3,Luis Seminario,Universidad Técnica de Cajamarca,2023-04-30 15:00:00
1984,2023-05-07,15:15,Liga 1,Torneo Apertura,6,Home,D,1,1,Sporting Cristal,Luis Trujillo,3-4-1-2,4-3-3,Roberto Pérez,Universidad Técnica de Cajamarca,2023-05-07 15:15:00
1985,2023-05-12,13:00,Liga 1,Torneo Apertura,4,Away,L,1,5,Sport Huancayo,Luis Trujillo,3-4-1-2,4-1-4-1,Fernando Legario,Universidad Técnica de Cajamarca,2023-05-12 13:00:00
1986,2023-05-17,15:00,Liga 1,Torneo Apertura,2,Away,W,1,0,Mannucci,Luis Trujillo,4-2-3-1,4-2-3-1,Jordy Espinoza,Universidad Técnica de Cajamarca,2023-05-17 15:00:00
1987,2023-05-22,15:30,Liga 1,Torneo Apertura,0,Away,L,2,3,Sport Boys,Luis Trujillo,4-2-3-1,4-2-3-1,Michael Espinoza,Universidad Técnica de Cajamarca,2023-05-22 15:30:00
1988,2023-05-28,15:30,Liga 1,Torneo Apertura,6,Home,W,1,0,Universitario,Luis Trujillo,4-2-3-1,3-5-2,Diego Haro,Universidad Técnica de Cajamarca,2023-05-28 15:30:00
1989,2023-06-04,18:00,Liga 1,Torneo Apertura,6,Away,L,1,3,U César Vallejo,Luis Trujillo,4-2-2-2,4-2-3-1,Jordy Espinoza,Universidad Técnica de Cajamarca,2023-06-04 18:00:00
1990,2023-06-26,15:30,Liga 1,Torneo Clausura,0,Away,L,1,2,Cusco,Luis Trujillo,4-2-3-1,4-2-3-1,Daniel Ureta,Universidad Técnica de Cajamarca,2023-06-26 15:30:00
1991,2023-06-30,15:30,Liga 1,Torneo Clausura,4,Home,D,0,0,Sport Huancayo,,4-3-1-2,4-2-3-1,Micke Palomino,Universidad Técnica de Cajamarca,2023-06-30 15:30:00
1992,2023-07-08,15:30,Liga 1,Torneo Clausura,5,Away,D,2,2,Cienciano,Carlo Diez,4-2-3-1,5-4-1,Sebastián Lozano,Universidad Técnica de Cajamarca,2023-07-08 15:30:00
1993,2023-07-14,15:30,Liga 1,Torneo Clausura,4,Home,D,1,1,Alianza Atlético,Carlo Diez,4-2-3-1,3-4-3,Jordy Espinoza,Universidad Técnica de Cajamarca,2023-07-14 15:30:00
1994,2023-07-23,13:00,Liga 1,Torneo Clausura,6,Away,L,0,2,Cantolao,Carlo Diez,4-2-3-1,5-3-2,Micke Palomino,Universidad Técnica de Cajamarca,2023-07-23 13:00:00
1995,2023-07-29,15:15,Liga 1,Torneo Clausura,5,Home,D,1,1,Unión Comercio,Luis Trujillo,4-2-3-1,4-2-2-2,Robin Segura Tuanama,Universidad Técnica de Cajamarca,2023-07-29 15:15:00
1996,2023-08-05,20:00,Liga 1,Torneo Clausura,5,Away,L,0,1,Alianza Lima,Luis Trujillo,4-2-3-1,3-4-3,Jordy Espinoza,Universidad Técnica de Cajamarca,2023-08-05 20:00:00
1997,2023-08-11,15:15,Liga 1,Torneo Clausura,4,Home,W,2,0,Mannucci,Luis Trujillo,4-2-3-1,4-2-3-1,Jesús Cartagena,Universidad Técnica de Cajamarca,2023-08-11 15:15:00
1998,2023-08-15,18:00,Liga 1,Torneo Clausura,1,Away,D,1,1,Melgar,Luis Trujillo,4-2-3-1,3-4-3,Sebastián Lozano,Universidad Técnica de Cajamarca,2023-08-15 18:00:00
1999,2023-08-21,15:15,Liga 1,Torneo Clausura,0,Home,W,3,2,Binacional,Luis Trujillo,4-3-3,4-5-1,Joel Alarcón,Universidad Técnica de Cajamarca,2023-08-21 15:15:00
2000,2023-08-28,13:00,Liga 1,Torneo Clausura,0,Away,D,0,0,ADT Tarma,Carlo Diez,4-2-3-1,4-2-3-1,Michael Espinoza,Universidad Técnica de Cajamarca,2023-08-28 13:00:00
2001,2023-09-03,15:15,Liga 1,Torneo Clausura,6,Home,D,0,0,Deportivo Garcilaso,Carlo Diez,4-2-3-1,4-2-3-1,Diego Haro,Universidad Técnica de Cajamarca,2023-09-03 15:15:00
2002,2023-09-15,13:00,Liga 1,Torneo Clausura,4,Away,L,2,4,Atlético Grau,Carlo Diez,4-2-3-1,4-2-3-1,Joel Alarcón,Universidad Técnica de Cajamarca,2023-09-15 13:00:00
2003,2023-09-20,15:30,Liga 1,Torneo Clausura,2,Home,W,5,1,Dep Municipal,Luis Trujillo,4-2-3-1,5-3-2,Augusto Menéndez,Universidad Técnica de Cajamarca,2023-09-20 15:30:00
2004,2023-09-25,20:00,Liga 1,Torneo Clausura,0,Away,D,1,1,Sporting Cristal,Luis Trujillo,4-2-3-1,4-3-3,Michael Espinoza,Universidad Técnica de Cajamarca,2023-09-25 20:00:00
